AssociationId,Region,Market,Store,Date,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI
Lancaster - 2013-10-21,Central,Corporate,Lancaster,2013-10-21,42050.0,18800,15.0,73.0,0.6,12.43,0.074882972,Halloween In Store Credit Card Signup Discount; ID78.4256,No,,,
Lancaster - 2013-10-22,Central,Corporate,Lancaster,2013-10-22,45332.0,18800,13.0,76.0,0.39,7.13,0.074882972,Halloween In Store Credit Card Signup Discount; ID136.9267,No,,,
Lancaster - 2013-10-23,Central,Corporate,Lancaster,2013-10-23,47482.0,18800,15.0,98.0,0.18,8.22,0.074882972,Halloween In Store Credit Card Signup Discount; ID6.0732,No,,,
Lancaster - 2013-10-24,Central,Corporate,Lancaster,2013-10-24,44470.0,18800,25.0,101.0,1.06,8.84,0.074882972,Halloween In Store Credit Card Signup Discount; ID220.8835,No,,,
Lancaster - 2013-10-25,Central,Corporate,Lancaster,2013-10-25,58791.0,18800,31.0,165.0,1.02,14.12,0.074882972,Halloween In Store Credit Card Signup Discount; ID46.537,No,,,
Lancaster - 2013-10-26,Central,Corporate,Lancaster,2013-10-26,49263.0,18800,24.0,209.0,0.84,9.42,0.074882972,Halloween In Store Credit Card Signup Discount; ID183.1199,No,,7000.0,
Lancaster - 2013-10-27,Central,Corporate,Lancaster,2013-10-27,45999.0,18800,13.0,149.0,0.84,9.73,0.067345632,Halloween In Store Credit Card Signup Discount; ID141.4594,No,,,
Lancaster - 2013-10-28,Central,Corporate,Lancaster,2013-10-28,44404.0,18800,17.0,104.0,0.18,10.27,0.067345632,Halloween In Store Credit Card Signup Discount; ID26.4212,No,,,
Lancaster - 2013-10-29,Central,Corporate,Lancaster,2013-10-29,46970.0,18800,14.0,104.0,0.62,7.17,0.067345632,Halloween In Store Credit Card Signup Discount; ID24.5665,No,,,
Lancaster - 2013-10-30,Central,Corporate,Lancaster,2013-10-30,40238.0,18800,14.0,91.0,0.74,6.66,0.067345632,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID16.723,No,,,
Lancaster - 2013-10-31,Central,Corporate,Lancaster,2013-10-31,47819.0,18800,30.0,69.0,0.48,6.74,0.067345632,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID75.2471,No,,,
Lancaster - 2013-11-01,Central,Corporate,Lancaster,2013-11-01,50182.0,18800,26.0,119.0,0.59,10.24,0.067345632,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID3.9302,No,,,0.0208889669999999
Lancaster - 2013-11-02,Central,Corporate,Lancaster,2013-11-02,61931.0,18800,27.0,188.0,1.35,12.09,0.067345632,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID0.8824,No,,-6250.0,
Lancaster - 2013-11-03,Central,Corporate,Lancaster,2013-11-03,58021.0,18800,31.0,166.0,0.85,13.83,0.062151683,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID5.0763,No,,,
Lancaster - 2013-11-04,Central,Corporate,Lancaster,2013-11-04,53310.0,18800,13.0,78.0,0.52,7.66,0.062151683,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID16.1747,No,,,
Lancaster - 2013-11-05,Central,Corporate,Lancaster,2013-11-05,49528.0,18800,21.0,93.0,0.71,8.53,0.062151683,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer ID37.575,No,,,
Lancaster - 2013-11-06,Central,Corporate,Lancaster,2013-11-06,37127.0,18800,23.0,90.0,0.55,10.1,0.062151683,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID11.3039,No,,,
Lancaster - 2013-11-07,Central,Corporate,Lancaster,2013-11-07,58438.0,18800,25.0,90.0,1.13,12.16,0.062151683,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID42.2555,No,,,
Lancaster - 2013-11-08,Central,Corporate,Lancaster,2013-11-08,60241.0,18800,19.0,159.0,1.03,7.42,0.062151683,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID69.2072,No,,,
Lancaster - 2013-11-09,Central,Corporate,Lancaster,2013-11-09,112194.0,18800,77.0,917.0,1.02,9.18,0.062151683,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID80.9005,Yes,,-7250.0,
Lancaster - 2013-11-10,Central,Corporate,Lancaster,2013-11-10,118759.0,18800,69.0,701.0,1.18,13.87,0.059826822,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID75.3527,Yes,,,
Lancaster - 2013-11-11,Central,Corporate,Lancaster,2013-11-11,107447.0,18800,42.0,633.0,0.14,12.95,0.059826822,In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz ID42.1217,Yes,,,
Lancaster - 2013-11-12,Central,Corporate,Lancaster,2013-11-12,59863.0,18800,19.0,99.0,0.4,12.0,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz ID13.6632,No,,,
Lancaster - 2013-11-13,Central,Corporate,Lancaster,2013-11-13,56404.0,18800,15.0,93.0,0.73,7.87,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz ID85.4353,No,,,
Lancaster - 2013-11-14,Central,Corporate,Lancaster,2013-11-14,53373.0,18800,24.0,108.0,0.82,13.5,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz ID52.2499,No,,,
Lancaster - 2013-11-15,Central,Corporate,Lancaster,2013-11-15,55316.0,18800,27.0,139.0,0.68,12.57,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID69.9041,No,,,
Lancaster - 2013-11-16,Central,Corporate,Lancaster,2013-11-16,69373.0,18800,24.0,256.0,0.9,9.1,0.059826822,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID59.5461,No,,-5000.0,
Lancaster - 2013-11-17,Central,Corporate,Lancaster,2013-11-17,63493.0,18800,22.0,191.0,0.99,10.68,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID0.0448,No,,,
Lancaster - 2013-11-18,Central,Corporate,Lancaster,2013-11-18,57343.0,18800,13.0,108.0,1.04,8.93,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID179.9986,No,,,
Lancaster - 2013-11-19,Central,Corporate,Lancaster,2013-11-19,62904.0,18800,15.0,92.0,0.58,15.88,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID189.0703,No,,,
Lancaster - 2013-11-20,Central,Corporate,Lancaster,2013-11-20,60184.0,18800,20.0,95.0,1.01,12.42,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID34.0992,No,,,
Lancaster - 2013-11-21,Central,Corporate,Lancaster,2013-11-21,52382.0,18800,19.0,113.0,0.48,10.6,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID165.2415,No,,,
Lancaster - 2013-11-22,Central,Corporate,Lancaster,2013-11-22,61251.0,18800,23.0,147.0,1.15,12.27,0.055951882,In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot ID207.8983,No,,,
Lancaster - 2013-11-23,Central,Corporate,Lancaster,2013-11-23,80011.0,18800,36.0,312.0,1.44,15.67,0.055951882,In Store Credit Card Signup Discount; Christmas Email Campaign ID2.2448,No,,-7750.0,
Lancaster - 2013-11-24,Central,Corporate,Lancaster,2013-11-24,65690.0,18800,66.0,217.0,1.12,12.09,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID120.9147,No,,,
Lancaster - 2013-11-25,Central,Corporate,Lancaster,2013-11-25,69237.0,18800,18.0,119.0,0.81,14.27,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID163.1759,No,,,
Lancaster - 2013-11-26,Central,Corporate,Lancaster,2013-11-26,68470.0,18800,17.0,116.0,0.71,13.57,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID37.6516,No,,,
Lancaster - 2013-11-27,Central,Corporate,Lancaster,2013-11-27,91900.0,18800,35.0,237.0,0.94,23.25,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID18.5072,No,,,
Lancaster - 2013-11-28,Central,Corporate,Lancaster,2013-11-28,91153.0,18800,58.0,532.0,0.46,18.97,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID124.004,No,,,
Lancaster - 2013-11-29,Central,Corporate,Lancaster,2013-11-29,153255.0,18800,85.0,1105.0,1.86,20.97,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID46.6711,No,,,
Lancaster - 2013-11-30,Central,Corporate,Lancaster,2013-11-30,103991.0,18800,30.0,357.0,1.64,23.65,0.05010655,In Store Credit Card Signup Discount; Christmas Email Campaign ID98.284,No,,-7000.0,
Lancaster - 2013-12-01,Central,Corporate,Lancaster,2013-12-01,74303.0,18800,30.0,255.0,0.74,17.5,0.053867798,Dec. In Store Credit Card Signup Discount; Christmas Email Campaign ID8.2597,No,,,0.031295973
Lancaster - 2013-12-02,Central,Corporate,Lancaster,2013-12-02,71661.0,18800,21.0,121.0,1.09,13.67,0.053867798,Dec. In Store Credit Card Signup Discount; Christmas Email Campaign ID17.7087,No,,,
Lancaster - 2013-12-03,Central,Corporate,Lancaster,2013-12-03,82428.0,18800,15.0,90.0,0.96,16.01,0.053867798,Dec. In Store Credit Card Signup Discount; Christmas Email Campaign ID7.9839,No,,,
Lancaster - 2013-12-04,Central,Corporate,Lancaster,2013-12-04,60937.0,18800,13.0,136.0,1.26,15.51,0.053867798,Dec. In Store Credit Card Signup Discount; Christmas Email Campaign ID29.9649,No,,,
Lancaster - 2013-12-05,Central,Corporate,Lancaster,2013-12-05,72833.0,18800,30.0,120.0,0.86,18.26,0.053867798,Dec. In Store Credit Card Signup Discount; Christmas Email Campaign ID31.6488,No,,,
Lancaster - 2013-12-06,Central,Corporate,Lancaster,2013-12-06,75580.0,18800,29.0,168.0,1.1,12.49,0.053867798,Dec. In Store Credit Card Signup Discount; Christmas Email Campaign ID32.1018,No,,,
Lancaster - 2013-12-07,Central,Corporate,Lancaster,2013-12-07,76537.0,18800,41.0,255.0,1.43,15.17,0.053867798,Dec. In Store Credit Card Signup Discount; Christmas Email Campaign ID16.2271,No,,3500.0,
Lancaster - 2013-12-08,Central,Corporate,Lancaster,2013-12-08,68337.0,18800,27.0,243.0,2.08,16.12,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign ID40.8469,No,,,
Lancaster - 2013-12-09,Central,Corporate,Lancaster,2013-12-09,72386.0,18800,20.0,126.0,0.96,14.59,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID80.9367,No,,,
Lancaster - 2013-12-10,Central,Corporate,Lancaster,2013-12-10,71111.0,18800,20.0,132.0,1.08,19.23,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID21.306,No,,,
Lancaster - 2013-12-11,Central,Corporate,Lancaster,2013-12-11,61570.0,18800,16.0,152.0,1.17,16.17,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID130.2971,No,,,
Lancaster - 2013-12-12,Central,Corporate,Lancaster,2013-12-12,64893.0,18800,30.0,165.0,1.38,13.36,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID128.5283,No,,,
Lancaster - 2013-12-13,Central,Corporate,Lancaster,2013-12-13,77556.0,18800,28.0,197.0,2.16,14.83,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID49.0171,No,,,
Lancaster - 2013-12-14,Central,Corporate,Lancaster,2013-12-14,113974.0,18800,61.0,414.0,2.88,27.04,0.06082373,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID14.8934,No,,9250.0,
Lancaster - 2013-12-15,Central,Corporate,Lancaster,2013-12-15,79362.0,18800,22.0,303.0,2.17,23.34,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID122.4561,No,,,
Lancaster - 2013-12-16,Central,Corporate,Lancaster,2013-12-16,74330.0,18800,17.0,188.0,1.21,19.28,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID26.7281,No,,,
Lancaster - 2013-12-17,Central,Corporate,Lancaster,2013-12-17,64265.0,18800,15.0,187.0,1.0,16.54,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID18.7783,No,,,
Lancaster - 2013-12-18,Central,Corporate,Lancaster,2013-12-18,75519.0,18800,18.0,252.0,0.86,18.35,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID73.1774,No,,,
Lancaster - 2013-12-19,Central,Corporate,Lancaster,2013-12-19,76019.0,18800,30.0,225.0,1.41,18.03,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID179.1171,No,,,
Lancaster - 2013-12-20,Central,Corporate,Lancaster,2013-12-20,79533.0,18800,19.0,317.0,1.75,18.42,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID64.0143,No,,,
Lancaster - 2013-12-21,Central,Corporate,Lancaster,2013-12-21,71516.0,18800,36.0,458.0,2.57,22.97,0.054679461,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID56.6341,No,,5500.0,
Lancaster - 2013-12-22,Central,Corporate,Lancaster,2013-12-22,95557.0,18800,27.0,475.0,2.62,21.18,0.0487521479999999,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID184.1537,No,,,
Lancaster - 2013-12-23,Central,Corporate,Lancaster,2013-12-23,106029.0,18800,16.0,425.0,1.52,18.75,0.0487521479999999,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID120.3085,No,,,
Lancaster - 2013-12-24,Central,Corporate,Lancaster,2013-12-24,66580.0,18800,20.0,209.0,1.17,21.18,0.0487521479999999,In Store Credit Card Signup Discount; Christmas Email Campaign; Last minute Holiday Sales Commercial ID203.6792,No,,,
Lancaster - 2013-12-25,Central,Corporate,Lancaster,2013-12-25,0.0,18800,0.0,0.0,0.0,0.0,0.0,None ID1.2,No,,,
Lancaster - 2013-12-26,Central,Corporate,Lancaster,2013-12-26,83700.0,18800,27.0,423.0,2.73,16.61,0.0487521479999999,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID227.8337,No,,,
Lancaster - 2013-12-27,Central,Corporate,Lancaster,2013-12-27,85283.0,18800,25.0,276.0,2.2,19.35,0.0487521479999999,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID287.6816,No,,,
Lancaster - 2013-12-28,Central,Corporate,Lancaster,2013-12-28,74210.0,18800,23.0,360.0,2.48,16.73,0.0487521479999999,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID172.1624,No,,4500.0,
Lancaster - 2013-12-29,Central,Corporate,Lancaster,2013-12-29,78641.0,18800,17.0,287.0,2.66,21.34,0.046642039,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID118.0699,No,,,
Lancaster - 2013-12-30,Central,Corporate,Lancaster,2013-12-30,77576.0,18800,17.0,342.0,1.18,15.14,0.046642039,In Store Credit Card Signup Discount; Christmas Clearance Email Campaign ID346.4205,No,,,
Lancaster - 2013-12-31,Central,Corporate,Lancaster,2013-12-31,64577.0,18800,21.0,269.0,1.38,16.64,0.046642039,In Store Credit Card Signup Discount; ID187.728,No,,,
Lancaster - 2014-01-01,Central,Corporate,Lancaster,2014-01-01,60975.0,18800,17.0,157.0,0.9,19.15,0.046642039,In Store Credit Card Signup Discount; ID0.5701,No,-1.2,,0.034374102
Lancaster - 2014-01-02,Central,Corporate,Lancaster,2014-01-02,56136.0,18800,17.0,175.0,1.82,17.06,0.046642039,In Store Credit Card Signup Discount; ID0.6346,No,,,
Lancaster - 2014-01-03,Central,Corporate,Lancaster,2014-01-03,51043.0,18800,23.0,178.0,2.13,12.52,0.046642039,In Store Credit Card Signup Discount; ID0.1635,No,,,
Lancaster - 2014-01-04,Central,Corporate,Lancaster,2014-01-04,66171.0,18800,19.0,218.0,2.46,19.99,0.046642039,In Store Credit Card Signup Discount; ID0.0646,No,,-6250.0,
Lancaster - 2014-01-05,Central,Corporate,Lancaster,2014-01-05,59696.0,18800,18.0,137.0,1.8,17.87,0.0637240759999999,In Store Credit Card Signup Discount; ID3.2839,No,,,
Lancaster - 2014-01-06,Central,Corporate,Lancaster,2014-01-06,49215.0,18800,13.0,95.0,1.53,20.87,0.0637240759999999,In Store Credit Card Signup Discount; ID5.5425,No,,,
Lancaster - 2014-01-07,Central,Corporate,Lancaster,2014-01-07,55556.0,18800,11.0,93.0,0.72,18.21,0.0637240759999999,In Store Credit Card Signup Discount; ID0.9156,No,,,
Lancaster - 2014-01-08,Central,Corporate,Lancaster,2014-01-08,48237.0,18800,16.0,95.0,1.37,18.49,0.0637240759999999,In Store Credit Card Signup Discount; MLK Event Promotion ID4.1629,No,,,
Lancaster - 2014-01-09,Central,Corporate,Lancaster,2014-01-09,53836.0,18800,18.0,101.0,2.3,16.61,0.0637240759999999,In Store Credit Card Signup Discount; MLK Event Promotion ID4.2726,No,,,
Lancaster - 2014-01-10,Central,Corporate,Lancaster,2014-01-10,55243.0,18800,24.0,124.0,1.92,15.48,0.0637240759999999,In Store Credit Card Signup Discount; MLK Event Promotion ID5.7261,No,,,
Lancaster - 2014-01-11,Central,Corporate,Lancaster,2014-01-11,57560.0,18800,25.0,182.0,1.93,15.7,0.0637240759999999,In Store Credit Card Signup Discount; MLK Event Promotion ID7.0015,No,,-14000.0,
Lancaster - 2014-01-12,Central,Corporate,Lancaster,2014-01-12,52049.0,18800,29.0,144.0,1.92,18.34,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID9.5621,No,,,
Lancaster - 2014-01-13,Central,Corporate,Lancaster,2014-01-13,46333.0,18800,10.0,83.0,1.1,13.42,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID4.6825,No,,,
Lancaster - 2014-01-14,Central,Corporate,Lancaster,2014-01-14,49599.0,18800,13.0,92.0,0.86,17.0,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID3.4132,No,,,
Lancaster - 2014-01-15,Central,Corporate,Lancaster,2014-01-15,37711.0,18800,13.0,92.0,1.06,15.0,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID3.6815,No,,,
Lancaster - 2014-01-16,Central,Corporate,Lancaster,2014-01-16,48195.0,18800,24.0,92.0,1.92,17.18,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID5.3307,No,,,
Lancaster - 2014-01-17,Central,Corporate,Lancaster,2014-01-17,53964.0,18800,14.0,103.0,1.5,15.71,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID8.823,No,,,
Lancaster - 2014-01-18,Central,Corporate,Lancaster,2014-01-18,81364.0,18800,35.0,689.0,1.76,16.82,0.069573207,In Store Credit Card Signup Discount; MLK Event Promotion ID12.7203,Yes,,-3000.0,
Lancaster - 2014-01-19,Central,Corporate,Lancaster,2014-01-19,63086.0,18800,48.0,463.0,1.62,16.96,0.070418459,In Store Credit Card Signup Discount; MLK Event Promotion ID5.6496,Yes,,,
Lancaster - 2014-01-20,Central,Corporate,Lancaster,2014-01-20,53616.0,18800,31.0,413.0,0.87,18.26,0.070418459,In Store Credit Card Signup Discount; MLK Event Promotion ID1.9275,Yes,,,
Lancaster - 2014-01-21,Central,Corporate,Lancaster,2014-01-21,34729.0,18800,10.0,74.0,1.11,12.7,0.070418459,In Store Credit Card Signup Discount; ID1.471,No,,,
Lancaster - 2014-01-22,Central,Corporate,Lancaster,2014-01-22,34272.0,18800,12.0,85.0,1.26,15.06,0.070418459,In Store Credit Card Signup Discount; ID3.4967,No,,,
Lancaster - 2014-01-23,Central,Corporate,Lancaster,2014-01-23,31752.0,18800,24.0,77.0,1.54,12.39,0.070418459,In Store Credit Card Signup Discount; ID11.7278,No,,,
Lancaster - 2014-01-24,Central,Corporate,Lancaster,2014-01-24,36008.0,18800,22.0,122.0,1.63,14.03,0.070418459,Feb. In Store Credit Card Signup Discount; ID9.872,No,,,
Lancaster - 2014-01-25,Central,Corporate,Lancaster,2014-01-25,44687.0,18800,17.0,165.0,1.12,13.54,0.070418459,Feb. In Store Credit Card Signup Discount; ID6.656,No,,2250.0,
Lancaster - 2014-01-26,Central,Corporate,Lancaster,2014-01-26,35334.0,18800,21.0,150.0,1.15,11.87,0.074267155,Feb. In Store Credit Card Signup Discount; ID6.3826,No,,,
Lancaster - 2014-01-27,Central,Corporate,Lancaster,2014-01-27,33081.0,18800,11.0,74.0,0.81,16.59,0.074267155,Feb. In Store Credit Card Signup Discount; ID11.7647,No,,,
Lancaster - 2014-01-28,Central,Corporate,Lancaster,2014-01-28,32518.0,18800,16.0,82.0,0.68,10.06,0.074267155,Feb. In Store Credit Card Signup Discount; ID21.515,No,,,
Lancaster - 2014-01-29,Central,Corporate,Lancaster,2014-01-29,29639.0,18800,10.0,82.0,1.02,14.51,0.074267155,Feb. In Store Credit Card Signup Discount; ID23.1503,No,,,
Lancaster - 2014-01-30,Central,Corporate,Lancaster,2014-01-30,28327.0,18800,22.0,79.0,1.02,12.32,0.074267155,Feb. In Store Credit Card Signup Discount; ID29.5543,No,,,
Lancaster - 2014-01-31,Central,Corporate,Lancaster,2014-01-31,30686.0,18800,21.0,90.0,1.51,7.01,0.074267155,Feb. In Store Credit Card Signup Discount; ID8.0866,No,,,
Lancaster - 2014-02-01,Central,Corporate,Lancaster,2014-02-01,35363.0,18800,20.0,160.0,1.72,9.59,0.074267155,Feb. In Store Credit Card Signup Discount; ID1.6846,No,,1250.0,0.0147298669999999
Lancaster - 2014-02-02,Central,Corporate,Lancaster,2014-02-02,27745.0,18800,18.0,90.0,0.95,10.09,0.077324547,In Store Credit Card Signup Discount; ID3.623,No,,,
Lancaster - 2014-02-03,Central,Corporate,Lancaster,2014-02-03,28000.0,18800,10.0,73.0,0.96,5.62,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.21,No,,,
Lancaster - 2014-02-04,Central,Corporate,Lancaster,2014-02-04,26481.0,18800,11.0,51.0,0.92,9.59,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.353,No,,,
Lancaster - 2014-02-05,Central,Corporate,Lancaster,2014-02-05,28546.0,18800,13.0,59.0,0.88,8.06,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID5.2371,No,,,
Lancaster - 2014-02-06,Central,Corporate,Lancaster,2014-02-06,31681.0,18800,19.0,64.0,0.54,10.72,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.2288,No,,,
Lancaster - 2014-02-07,Central,Corporate,Lancaster,2014-02-07,30934.0,18800,15.0,103.0,1.11,11.4,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID12.9121,No,,,
Lancaster - 2014-02-08,Central,Corporate,Lancaster,2014-02-08,38859.0,18800,32.0,192.0,1.05,11.22,0.077324547,In Store Credit Card Signup Discount; Presidents Day Email Blast ID0.3296,No,,4000.0,
Lancaster - 2014-02-09,Central,Corporate,Lancaster,2014-02-09,42119.0,18800,23.0,136.0,1.19,8.74,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID1.4294,No,,,
Lancaster - 2014-02-10,Central,Corporate,Lancaster,2014-02-10,28109.0,18800,19.0,69.0,0.42,5.9,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID8.6219,No,,,
Lancaster - 2014-02-11,Central,Corporate,Lancaster,2014-02-11,34032.0,18800,13.0,89.0,0.79,10.75,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID18.1058,No,,,
Lancaster - 2014-02-12,Central,Corporate,Lancaster,2014-02-12,32637.0,18800,13.0,94.0,0.53,11.36,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID7.2207,No,,,
Lancaster - 2014-02-13,Central,Corporate,Lancaster,2014-02-13,28738.0,18800,23.0,125.0,0.62,7.8,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID2.0639,No,,,
Lancaster - 2014-02-14,Central,Corporate,Lancaster,2014-02-14,35529.0,18800,19.0,166.0,1.12,8.09,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID21.0997,No,,,
Lancaster - 2014-02-15,Central,Corporate,Lancaster,2014-02-15,72639.0,18800,66.0,617.0,1.19,12.99,0.096221111,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.1819,Yes,,1000.0,
Lancaster - 2014-02-16,Central,Corporate,Lancaster,2014-02-16,66425.0,18800,51.0,544.0,1.11,11.42,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID22.5853,Yes,,,
Lancaster - 2014-02-17,Central,Corporate,Lancaster,2014-02-17,61519.0,18800,28.0,419.0,0.43,9.91,0.097278295,In Store Credit Card Signup Discount; Presidents Day Email Blast ID4.9099,Yes,,,
Lancaster - 2014-02-18,Central,Corporate,Lancaster,2014-02-18,32546.0,18800,18.0,64.0,0.55,9.86,0.097278295,In Store Credit Card Signup Discount; ID35.5646,No,,,
Lancaster - 2014-02-19,Central,Corporate,Lancaster,2014-02-19,35221.0,18800,11.0,82.0,0.23,10.36,0.097278295,In Store Credit Card Signup Discount; ID7.4233,No,,,
Lancaster - 2014-02-20,Central,Corporate,Lancaster,2014-02-20,25316.0,18800,19.0,66.0,0.22,12.95,0.097278295,In Store Credit Card Signup Discount; ID34.6491,No,,,
Lancaster - 2014-02-21,Central,Corporate,Lancaster,2014-02-21,33092.0,18800,29.0,88.0,0.69,12.19,0.097278295,In Store Credit Card Signup Discount; ID1.4791,No,,,
Lancaster - 2014-02-22,Central,Corporate,Lancaster,2014-02-22,31934.0,18800,29.0,159.0,0.93,9.7,0.097278295,In Store Credit Card Signup Discount; ID42.0301,No,,-2750.0,
Lancaster - 2014-02-23,Central,Corporate,Lancaster,2014-02-23,28618.0,18800,15.0,107.0,0.55,7.87,0.095962363,In Store Credit Card Signup Discount; ID16.9832,No,,,
Lancaster - 2014-02-24,Central,Corporate,Lancaster,2014-02-24,27414.0,18800,13.0,58.0,0.25,8.42,0.095962363,In Store Credit Card Signup Discount; ID46.2649,No,,,
Lancaster - 2014-02-25,Central,Corporate,Lancaster,2014-02-25,27637.0,18800,13.0,63.0,0.62,10.92,0.095962363,In Store Credit Card Signup Discount; ID33.3657,No,,,
Lancaster - 2014-02-26,Central,Corporate,Lancaster,2014-02-26,35402.0,18800,10.0,66.0,0.24,10.6,0.095962363,In Store Credit Card Signup Discount; ID2.2497,No,,,
Lancaster - 2014-02-27,Central,Corporate,Lancaster,2014-02-27,27506.0,18800,18.0,60.0,0.19,7.43,0.095962363,In Store Credit Card Signup Discount; ID19.913,No,,,
Lancaster - 2014-02-28,Central,Corporate,Lancaster,2014-02-28,40853.0,18800,21.0,79.0,0.9,6.82,0.095962363,In Store Credit Card Signup Discount; ID19.7957,No,,,
Lancaster - 2014-03-01,Central,Corporate,Lancaster,2014-03-01,42069.0,18800,22.0,136.0,0.66,8.05,0.095962363,March In Store Credit Card Signup Discount; ID2.0794,No,,-4000.0,0.015692728
Lancaster - 2014-03-02,Central,Corporate,Lancaster,2014-03-02,33756.0,18800,18.0,109.0,0.22,6.04,0.151463806,March In Store Credit Card Signup Discount; ID2.1069,No,,,
